nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
844,2,201208,4,2,4,4,1,1,2,1,-9,2,4,2, ,4,1,1,2,1,2,5,7,5,5,5,4,4,4,6,7,-7,5,5,6,4,7,7,1,4,1,1,-7, , , , , , , , , , , , ,5,4,3,4,2,1,4,1,2,3,1,1,5,50,25,15,0,75,1,3,3,1,3,1,2,9,4,-9,4,4,40,20,1,6,3,2,2,1,4,4,2,3,2,3, , , , , , , , , , , , , , , ,1,3,3,3,1,1,4,4,4,4,4,3,4,4,4,4,4,4
848,1,201208,4,2,3,2,1,2, ,2,2,2,3,2, ,2,1,2, ,2,3,5,5,6,6,5,3,6,3,3,5,1,3,6,6,5,6,2,1,5,2,1,-7, , , , , , , , , , , , ,5,3,2,2,1,1,4,1,3,1,1,1,5,10,20,20,5,20,1,1,3,2,3,2,1,12,2,9,6,5,0,0,2,6,1,1,4,3,5,4,1,3,1,4, , , , , , , , , , , , , , , ,4,2,4,2,1,1,4,3,5,6,6,3,3,3,3,3,5,5
848,2,201208,4,2,3,2,1,2, ,2,2,2,3,2, ,2,1,2, ,2,5,7,7,6,6,4,2,6,4,6,6,1,4,7,6,6,6,2,2,5,1,1,-7, , , , , , , , , , , , ,5,3,3,3,1,1,3,1,2,3,2,1,4,10,25,20,5,30,1,1,3,2,3,2,2,12,2,9,6,5,0,0,2,6,4,4,4,1,4,5,1,5,3,3, , , , , , , , , , , , , , , ,4,5,1,1,3,1,7,4,4,7,7,1,7,7,1,1,4,1
873,2,201208,3,2,2,2,1,2, ,-7,-9,2,2,2, ,-9,3,2, ,3,2,6,6,6,6,5,2,5,3,7,4,4,5,7,5,5,6,7,1,7,2,1,-7, , , , , , , , , , , , ,6,4,2,3,1,1,2,2, ,3,1,1,3,50,0,0,0,0,1,1,3,2,3,1,3,10,2,-9,5,4,38,16,2,8,3,3,2,2,4,4,2,3,3,3,3,5,4,5,4,2,5,3,2, , , , , , ,1,5,3,3,2,2,4,2,5,5,3,4,5,5,4,3,5,2
902,1,201208,3,2,3,3,2, , ,-7,-9,2,3,1,3,2,2,2, ,2,6,6,-7,6,7,5,6,7,6,6,6,1,5,7,6,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,2,3,3,1,1,2,1,1,2,1,1,1,50,50,0,0,100,1,1,2, , , ,2,13,2,-9,4,5,0,0,2,1,2,3,4,4,4,4,2,4,2,4, , , , , , , , , , , , , , , ,4,4,1,2,1,1,5,4,4,3,4,4,4,4,4,4,5,5
905,1,201208,4,2,4,4,2, , ,1,4,2,4,2, ,2,3,2, ,3,-7,-7,-7,4,5,-7,-7,5,4,4,4,-7,4,6,3,3,5,6,1,6,2,1,-7, , , , , , , , , , , , ,5,4,3,4,1,1,3,2, ,3,1,1,2,0,50,0,0,100,2, , , , , ,2,12,4,10,4,1,60,40,2,4,2,3,1,1,3,4,3,3,2,3, , , , , , , , , , , , , , , ,1,3,2,3,2,3,2,3,2,4,4,3,3,3,3,4,3,2
979,1,201208,4,2,3,4,1,2, ,-7,1,2,3,2, ,3,1,1,2,2,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , , , , , ,4,4,5,3,1,1,2,1,2,3,1,1,4,10,0,0,0,0,1,1,5,2,3,1,2,12,2,-9,2,5,0,0,2,9,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , ,4,5,1,4,4,3,4,3,5,4,5,3,5,3,4,4,4,4
979,2,201208,-9, ,4,4,3, , ,-7,2,2,3,2, ,3,3,2, ,3,1,1,4,4,7,2,2,5,1,4,4,1,1,6,6,5, , , , , , , , , , , , , , , , , , , ,4,2,5,4,2,2, ,2, ,3,1,1,2,50,20,10,0,30,1,1,3,2,3,1,2,12,2,-9,4,5,0,0,1,9,5,4,2,1,4,4,1,4,1,3, , , , , , , , , , , , , , , ,3,1,4,3,4,4,4,4,7,6,6,2,1,3,4,7,6,6
986,1,201208,-9, ,3,3,2, , ,-7,2,2,3,2, ,2,3,1,1,2,-7,5,-7,-7,7,-7,-7,5,2,7,6,-7,6,7,-7,5, , , , , , , , , , , , , , , , , , , ,4,6,1,1,1,1,3,2, ,3,1,1,1,90,100,100,0,100,1,1,3,2,1,1,2,13,2,4,2,1,0,0,1,2,3,1,4,4,1,3,5,3,3,3, , , , , , , , , , , , , , , ,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
986,2,201208,-9, ,3,4,2, , ,-7,2,2,3,2, ,2,2,1,1,2,2,2,-7,-7,1,-7,-7,4,2,7,4,-7,6,7,2,-7, , , , , , , , , , , , , , , , , , , ,6,2,2,4,1,1,4,1,1,3,1,1,2,90,0,80,0,100,1,1,3,2,4,1,2,13,2,4,2,1,0,0,2,2,5,1,3,1,3,5,1,4,1,5, , , , , , , , , , , , , , , ,4,5,1,4,2,1,3,3,4,4,5,3,4,5,4,5,5,5
1001,2,201208,5,2,4,5,3, , ,2,2,2,4,2, ,2,1,1,3,1,7,7,-7,3,6,-7,5,3,7,3,4,-7,5,4,3,3,6,3,1,5,3,1,2, , , , , , , , , , , , ,6,2,3,4,2,1,3,1,3,1,3,2,3,50,100,80,20,100,1,2,2,2,3,3,2,13,2,9,6,5,0,0,2,4,5,3,4,2,4,3,2,4,1,3, , , , , , , , , , , , , , , ,3,4,3,4,4,2,5,5,2,3,5,3,3,5,4,2,2,2
1019,1,201208,3,2,3,2,1,2, ,-7,2,2,2,2, ,2,1,2, ,2,-7,-7,-7,7,-7,1,7,6,-7,7,5,-7,-7,7,7,4,7,4,1,7,1,1,1, , , , , , , , , , , , ,5,6,1,1,1,1,3,2, ,1,1,1,4,60,30,2,0,80,2, , , , , ,2,11,2,5,6,4,35,35,1,6,2,5,1,4,5,5,4,2,3,5, , , , , , , , , , , , , , , ,4,5,1,4,2,2,5,4,4,4,6,3,7,4,1,4,4,3
1049,1,201208,6,2,3,3,2, , ,2,1,2,3,2, ,2,1,2, ,2,4,5,1,3,-7,1,1,4,4,3,2,1,4,6,4,2,3,2,5,4,6,4,3, , , , , , , , , , , , ,4,2,3,2,1,1,3,1,3,1,1,1,4,50,1,0,0,70,1,2,3,1,5,7,2,13,2,10,7,1,40,25,2,3,5,1,4,1,1,3,1,3,2,5, , , , , , , , , , , , , , , ,1,5,2,4,2,4,6,4,2,7,6,4,6,7,2,6,2,1
1072,1,201208,3,2,2,2,1,1,1,-7,3,2,1,1,2,4,2,2, ,3,-7,-7,5,5,6,3,5,6,3,7,6,1,5,7,5,5,7,7,1,6,6,1,1, , , , , , , , , , , , ,5,2,3,4,1,1,3,2, ,3,1,1,4,20,80,40,0,100,2, , ,1,3,1,2,10,4,8,4,4,38,36,3,8,2,1,4,1,5,5,3,4,2,4, , , , , , , , , , , , , , , ,1,4,3,3,2,1,6,6,4,4,4,3,5,6,5,4,3,4
1107,1,201208,5,2,3,4,3, , ,2,1,2,3,2, ,3,2,1,2,2,1,6,-7,7,7,-7,3,7,1,6,-7,-7,5,7,4,-7,6,7,3,7,7,2,4, , , , , , , , , , , , ,4,3,3,3,2,1,3,1,2,1,1,1,4,60,80,40,0,90,1,2,3, , , ,2,12,2,-9,6,4,45,24,2,1,5,2,4,1,5,4,1,4,1,5, , , , , , , , , , , , , , , ,3,3,2,2,3,2,4,5,6,6,7,4,4,6,1,2,2,2
1128,1,201208,4,2,3,3,2, , ,2,1,2,3,2, ,3,2,2, ,3,-7,-7,6,6,6,2,2,6,-7,6,6,1,-7,6,6,5,3,1,1,4,6,5,3, , , , , , , , , , , , ,3,5,5,2,1,1,4,1,4,1,1,1,4,10,70,10,1,100,2, , , , , ,3,9,3,10,7,2,45,30,3,9,3,3,4,1,4,4,1,4,1,4,7,6,5,6,5,1,5,5,1, , , , , , ,1,5,5,2,3,4,4,2,2,2,3,2,4,4,2,3,3,4
1138,1,201208,3,2,3,3,3, , ,-7,5,2,2,1,3,3,2,1,2,2,-7,-7,-7,5,5,-7,-7,1,5,5,1,1,6,7,5,4,1,1,1,1,1,1,-7, , , , , , , , , , , , ,5,4,1,5,2,1,3,1,1,3,1,1,4,50,0,0,0,0,1,1,5,1,4,7,2,12,2,-9,3,4,40,20,2,1,5,4,3,5,3,4,4,3,1,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,3,3,2,6,3,4,4,4,4,3,4,4
1138,2,201208,3,2,3,3,3, , ,-7,5,2,3,2, ,3,2,1,1,3,1,1,-7,3,6,-7,-7,2,1,4,1,1,4,6,5,1,1,7,1,6,1,1,-7, , , , , , , , , , , , ,5,4,1,3,1,1,3,2, ,1,1,1,1,20,0,0,0,0,1,1,5,1,1,6,2,11,2,-9,2,4,36,20,2,1,3,1,3,1,4,4,1,3,1,4, , , , , , , , , , , , , , , ,4,4,3,4,3,4,2,2,5,3,5,1,3,2,4,4,5,5
1155,1,201208,4,2,3,4,1,1,2,2,3,2,3,2, ,3,1,2, ,2,-7,-7,5,6,6,4,4,6,-7,6,5,1,-7,6,6,5,7,4,1,6,2,1,2, , , , , , , , , , , , ,5,5,4,2,1,1,3,1,1,1,2,1,4,75,50,50,0,90,2, , , , , ,2,8,2,7,6,4,40,28,1,1,2,4,3,2,4,5,3,4,2,4,7,6,6,6,5,4,3,6,3, , , , , , ,2,5,3,2,3,2,5,2,4,4,6,2,5,1,3,4,5,5
1159,1,201208,5,2,4,4,3, , ,2,2,2,4,2, ,1,1,1,2,1,6,6,6,6,5,4,5,6,6,6,6,-7,6,6,6,6,5,4,1,5,2,2,3, , , , , , , , , , , , ,6,2,4,4,2,1,3,2, ,3,1,1,3,50,100,0,0,100,1,3,3,1,4,1,2,11,2,9,5,4,36,0,2,8,4,2,3,2,4,4,2,4,2,3, , , , , , , , , , , , , , , ,4,5,1,3,4,4,5,5,3,4,5,3,4,4,3,4,4,4
1166,2,201208,3,1,2,2,1,2, ,2,2,2,5,2, ,4,1,2, ,1,5,5,7,7,7,6,5,7,6,7,6,1,7,7,7,7,5,5,4,5,4,5,-7, , , , , , , , , , , , ,5,2,4,4,1,1,4,1,2,1,1,1,5,50,100,50,5,100,1,1,2, , , ,3,10,2,-9,4,4,32,28,1,6,4,2,3,1,4,4,1,2,4,5,7,7,5,6,4,3,6,7,1, , , , , , ,1,5,2,4,1,2,5,4,3,6,5,3,6,4,3,4,3,4
1169,1,201208,5,2,4,4,3, , ,2,2,2,4,2, ,2,2,2, ,2,1,2,-7,5,4,1,2,6,2,5,2,-7,4,4,6,2,7,5,1,6,2,2,-7, , , , , , , , , , , , ,5,3,2,4,1,1,4,1,2,1,1,1,5,30,90,80,1,99,1,1,2,2,3,1,2,12,2,10,6,5,5,5,3,9,4,3,2,2,2,2,4,3,2,2, , , , , , , , , , , , , , , ,4,5,1,3,2,2,3,2,5,4,4,1,4,5,4,6,5,5
1177,1,201208,3,2,3,3,2, , ,-7,1,2,3,2, ,3,2,1,1,2,-7,-7,-7,-7,7,-7,-7,-7,4,6,-7,-7,6,6,7,-7,7,7,2,7,3,2,-7, , , , , , , , , , , , ,5,4,3,4,4,1,2,1,2,1,3,3,5,50,100,0,0,100,1,1,3,1,3,1,3,10,4,6,3,4,38,20,1,7,3,1,3,2,4,5,1,4,2,5, , , , , , , , , , , , , , , ,4,5,1,1,2,4,4,2,6,4,4,3,5,5,4,5,4,4
1197,1,201220,5,2,3,3,2, , ,-7,2,2,2,2, ,2,3,2, ,3,-7,5,-7,5,5,-7,6,5,4,5,-7,-7,5,5,4,4,4,3,3,4,5,5,4, , , , , , , , , , , , ,5,3,2,5,1,1,4,1,2,1,1,1,4,50,100,100,50,50,1,2,3,1,3,1,1,12,2,-9,7,5,0,0,4,3,3,3,4,2,4,4,3,4,2,4, , , , , , , , , , , , , , , ,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1197,2,201220,5,2,3,3,2, , ,-7,2,2,3,2, ,2,2,2, ,2,-7,5,-7,5,5,-7,6,6,5,5,-7,-7,5,5,-7,6,4,3,2,4,2,4,-7, , , , , , , , , , , , ,5,3,2,4,1,1,4,1,2,1,1,1,1,75,100,100,25,100,1,2,3,1,3,1,2,12,2,-9,7,5,0,0,2,3,4,2,4,2,4,4,2,4,2,4, , , , , , , , , , , , , , , ,1,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
1202,1,201208,4,2,3,4,2, , ,2,2,2,3,2, ,2,1,1,2,2,5,7,6,6,7,6,4,6,5,7,7,2,6,7,7,6,7,7,1,7,2,1,1, , , , , , , , , , , , ,5,2,3,4,1,1,2,2, ,1,1,1,3,90,99,99,0,99,1,1,1,1,3,1,1,9,3,8,5,4,36,20,3,1,4,2,4,1,4,4,2,4,1,4, , , , , , , , , , , , , , , ,1,5,4,2,1,2,5,2,4,1,4,4,5,6,4,5,4,4
1202,2,201208,4,2,4,3,2, , ,-7,2,2,3,2, ,3,2,1,2,2,5,7,7,7,7,6,-7,6,5,7,6,-7,6,7,7,6,7,6,1,7,2,1,-7, , , , , , , , , , , , ,6,5,5,3,1,1,2,2, ,1,2,1,2,50,50,5,0,60,1,1,1,2,2,1,2,10,2,9,5,4,36,20,2,1,3,2,4,2,4,4,2,4,2,3, , , , , , , , , , , , , , , ,3,5,3,4,2,1,5,5,6,5,5,5,7,6,5,6,6,6
1217,1,201208,4,2,3,2,2, , ,2,2,2,3,2, ,3,1,1,1,1,-7,4,5,6,4,-7,3,5,3,7,5,-7,-7,6,6,4,4,1,1,4,3,3,3, , , , , , , , , , , , ,5,2,1,4,1,1,2,1,2,3,1,1,5,50,0,0,0,100,1,1,3,1,3,1,1,11,2,-9,6,4,36,50,2,2,2,3,1,1,4,5,2,4,1,4, , , , , , , , , , , , , , , ,4,5,1,2,4,4,3,2,6,4,5,4,6,2,2,2,5,4
1237,2,201220,-9, ,4,5,3, , ,-7,-9,2,4,2, ,-9,1,1,-9,1,-7,4,7,4,7,-7,-7,4,1,7,7,-7,6,7,6,4, , , , , , , , , , , , , , , , , , , ,6,2,2,5,1,1,3,1,1,3,1,1,1,60,0,0,0,1,1,-9,5, , , ,2,11,2,-9,3,4,38,24,3,5,5,1,4,1,4,5,1,5,1,5, , , , , , , , , , , , , , , ,1,3,4,4,1,1,1,1,6,4,4,4,1,4,4,4,1,4
1242,1,201208,2,2,2,3,2, , ,2,4,2,3,2, ,2,2,1,1,2,5,5,2,5,6,1,4,4,6,5,5,1,6,6,5,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,7,4,2,5,2,1,2,2, ,1,1,1,1,5,50,0,0,50,1,1,5, , , ,3,13,1,7,2,5,0,0,2,9,3,5,2,5,3,5,1,4,1,5, , , , , , , , , , , , , , , ,4,5,5,4,3,2,5,5,1,6,7,1,7,4,1,4,1,4
1263,1,201208,4,2,3,4,2, , ,-7,4,2,3,2, ,2,1,1,2,1,-7,-7,6,6,7,2,4,6,-7,6,6,1,-7,6,5,6,7,7,1,6,2,1,-7, , , , , , , , , , , , ,6,2,3,3,1,1,4,2, ,1,1,1,4,25,90,25,0,99,2, , , , , ,2,11,1,-9,3,5,38,20,2,8,2,4,5,3,4,4,3,3,3,3,3,2,5,5,5,6,5,2,2, , , , , , ,1,4,4,4,2,1,5,4,4,4,5,3,5,5,3,4,5,3
1289,1,201208,3,2,5,5,3, , ,-7,-9,2,5,2, ,4,1,1,3,1,1,1,7,7,7,1,1,7,1,7,7,1,1,7,3,1,1,7,1,1,4,1,2, , , , , , , , , , , , ,6,1,3,5,2,1,4,1,2,1,1,1,5,50,100,100,0,100,1,1,5, , , ,3,10,2,-9,4,4,38,20,3,6,3,2,3,1,5,5,1,5,2,5,7,7,7,7,7,4,5,7,1, , , , , , ,3,5,4,3,4,1,5,4,5,4,4,3,1,4,4,4,4,4
1291,1,201220,5,2,4,4,3, , ,-7,2,2,4,2, ,3,1,2, ,2,-7,-7,6,6,6,2,2,6,-7,6,6,1,-7,7,6,3,3,3,2,5,4,3,2, , , , , , , , , , , , ,5,2,4,3,1,1,3,1,1,1,1,1,4,90,90,25,5,95,2, , ,2, , ,1,9,4,9,6,4,36,25,2,6,3,2,4,1,4,4,3,4,3,4,6,6,4,6,5,4,4,6,5, , , , , , ,3,5,2,2,1,1,3,3,3,2,2,5,6,4,2,3,3,2
1303,1,201208,3,2,3,3,2, , ,2,2,2,2,1,3,3,2,1,2,3,1,5,5,5,5,2,2,4,2,5,5,-7,2,5,5,5,4,2,3,5,5,3,3, , , , , , , , , , , , ,5,3,3,3,1,1,3,1,2,1,2,1,4,80,50,10,0,95,1,1,3,1,3,1,1,8,4,-9,6,4,40,15,2,9,2,4,2,2,3,3,4,3,2,3,5,3,6,6,6,6,3,4,2, , , , , , ,4,4,2,3,2,2,5,6,3,3,3,4,6,3,2,2,2,2
1303,2,201208,3,2,4,3,2, , ,2,2,2,3,1,4,3,-9,1,-9,2,2,6,3,6,6,2,2,6,2,6,2,-7,2,5,5,5,6,4,1,5,1,2,-9, , , , , , , , , , , , ,6,3,3,2,1,1,2,1,1,3,1,1,3,66,50,30,5,90,1,-9,3,1,3,1,2,7,4,-9,6,4,40,25,2,9,4,2,3,1,3,5,1,4,1,4, , , , , , , , , , , , , , , ,1,4,2,2,1,1,3,2,5,5,3,2,5,2,3,5,6,5
1327,1,201208,5,2,5,5,3, , ,2,1,2,5,2, ,3,1,1,3,1,7,7,-7,7,7,-7,7,7,7,7,7,-7,7,7,7,7,7,1,1,7,1,4,3, , , , , , , , , , , , ,7,1,4,5,2,1,4,1,2,3,1,1,5,50,100,100,100,100,1,3,2,1,3,1,1,12,2,9,6,5,0,0,3,3,4,1,1,1,5,5,3,5,1,5, , , , , , , , , , , , , , , ,1,1,5,4,3,1,7,4,4,2,4,3,5,5,3,5,3,2
1327,2,201208,5,2,5,5,3, , ,2,1,2,5,2, ,2,1,1,3,1,6,6,6,6,7,1,4,7,6,7,6,1,6,7,4,7,5,1,1,7,1,3,3, , , , , , , , , , , , ,5,1,2,4,2,1,4,2, ,3,1,1,5,50,100,50,0,100,1,1,3,1,3,1,1,11,2,9,6,4,45,35,3,8,5,1,3,1,4,5,1,5,1,5, , , , , , , , , , , , , , , ,1,4,3,4,3,3,4,4,1,1,4,1,4,4,1,4,1,1
1337,1,201208,4,2,4,4,2, , ,-7,-9,2,3,2, ,-9,1,2, ,-9,1,1,-7,7,7,-7,-7,7,-7,7,7,-7,-7,7,5,-7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,4,1,3,1,1,1,4,2, ,3,1,1,1,50,100,50,0,50,2, , , , , ,2,12,2,-9,4,1,38,40,2,1,1,1,3,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,4,5,1,4,1,3,1,1,7,1,4,1,1,1,1,1,1,1
1350,2,201208,3,2,3,4,3, , ,-7,2,2,3,2, ,3,1,1,1,1,1,5,2,4,4,1,1,4,1,6,4,1,1,4,4,4,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,1,3,3,1,1,3,2, ,2,2,1,2,20,100,100,0,100,1,1,3, , , ,3,11,2,-9,4,5,0,0,1,4,1,4,2,1,3,3,1,3,3,3, , , , , , , , , , , , , , , ,4,5,2,4,4,4,1,1,4,4,1,1,1,1,1,4,4,6
1375,1,201208,5,2,3,3,2, , ,1,3,2,2,1,3,3,1,1,3,1,-7,-7,5,5,4,3,2,4,-7,5,5,-7,-7,4,5,4,5,7,4,6,4,2,-7, , , , , , , , , , , , ,5,2,2,3,1,1,4,1,1,1,1,1,5,50,100,50,0,75,2, , , , , ,2,11,2,9,5,5,0,24,2,1,4,3,4,2,3,4,2,4,2,3,4,5,4,5,4,1,4,4,1, , , , , , ,3,5,2,2,1,1,4,4,5,4,5,3,5,5,3,4,5,4
1386,1,201208,4,2,3,3,1,2, ,2,2,2,4,2, ,4,4,2, ,4,1,5,3,3,4,1,1,4,1,5,4,1,6,4,3,4,7,6,1,6,2,1,1, , , , , , , , , , , , ,2,1,2,5,1,1,4,2, ,3,1,1,5,0,100,100,50,100,1,1,3,2,3,1,2,11,2,8,6,4,40,0,2,6,3,2,3,1,4,4,3,3,2,4, , , , , , , , , , , , , , , ,4,4,2,4,4,2,3,2,5,3,3,2,4,3,4,5,5,5
1392,1,201208,5,2,4,4,2, , ,2,1,2,3,2, ,2,1,1,3,2,5,5,-7,6,6,2,2,6,6,6,4,2,6,6,6,4,7,3,1,7,4,3,2, , , , , , , , , , , , ,5,2,1,2,1,1,4,1,2,1,1,1,5,80,95,80,2,95,1,2,3,1,3,1,2,11,2,9,6,4,40,20,2,4,2,2,2,1,3,3,3,2,1,4, , , , , , , , , , , , , , , ,1,3,4,1,2,2,4,3,3,4,5,3,5,5,2,3,3,3
1392,2,201208,-9, ,5,4,3, , ,-7,-9,2,4,2, ,-9,1,1,-9,-9,5,7,7,6,6,-7,2,5,5,7,5,-7,6,7,6,4, , , , , , , , , , , , , , , , , , , ,4,4,2,1,1,1,3,1,2,3,1,1,4,25,90,75,0,100,1,2,3,2,2,1,4,11,2,-9,5,5,0,0,1,6,5,3,2,3,4,4,2,3,3,3, , , , , , , , , , , , , , , ,3,3,4,2,4,3,2,2,2,2,2,2,4,4,2,3,3,3
1419,1,201208,-9, ,2,3,2, , ,-7,-9,2,3,2, ,-9,4,2, ,3,2,5,-7,7,6,1,2,5,2,7,5,1,2,6,5,2, , , , , , , , , , , , , , , , , , , ,5,4,1,3,1,2, ,2, ,2,1,1,1,35,10,5,0,10,1,1,3,2, , ,3,13,1,-9,4,5,0,0,2,2,3,2,3,1,2,3,1,3,1,2, , , , , , , , , , , , , , , ,4,5,1,4,4,4,1,1,7,6,6,1,1,1,6,7,7,7
1419,2,201208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,1,6,6,2,-7, , , , , , , , , , , , ,5,4,1,1,1,1,4,2, ,2,1,1,1,30,100,70,0,100,2, , ,2, , ,3,9,2,-9,6,4,30,30,2,1,2,5,2,4,4,4,1,3,3,3, , , , , , , , , , , , , , , ,1,4,5,4,3,1,5,3,6,3,5,1,3,2,6,6,6,6
1419,3,201241,-9, ,4,4,3, , ,2,1,2,3,2, ,2,-9,1,-9,-9,5,5,5,5,5,4,3,4,5,5,5,-7,5,5,5,3, , , , , , , ,4,5,1,5,5,5,4,5,3,3,3,3,5,2,4,5,1,1,4,2, ,1,1,1,4,60,100,100,10,100,1,2,2, , , ,2,10,2,-9,5,2,40,32,4,3,3,2,2,2,3,3,2,3,2,3, , , , , , , , , ,1,5,5,3,1,1, , , , , , , , , , , , , , , , , , 
1420,1,201208,4,2,4,2,2, , ,-7,4,2,3,2, ,2,1,1,2,3,1,7,7,7,7,1,1,7,1,7,7,-7,4,7,1,4,7,7,4,7,1,7,-7, , , , , , , , , , , , ,5,2,3,4,1,1,4,1,3,1,1,1,5,80,70,0,0,80,1,1,3, , , ,3,11,2,-9,4,4,36,24,2,2,4,2,4,1,5,5,1,4,1,4, , , , , , , , , , , , , , , ,4,5,2,4,3,2,4,4,6,6,6,6,7,7,7,4,7,7
1426,1,201208,5,2,5,5,3, , ,-7,-9,2,4,2, ,3,2,2, ,3,4,5,-7,-7,-7,-7,-7,-7,4,4,-7,-7,-7,7,-7,-7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,1,1,1,1,1,4,2, ,1,1,1,3,30,100,100,100,100,1,3,3,1,3,1,2,11,2,-9,4,5,0,0,3,4,1,3,2,1,3,3,3,5,3,3, , , , , , , , , , , , , , , ,4,5,1,4,4,3,3,1,2,2,3,4,6,3,4,4,4,4
1468,1,201208,3,2,4,4,2, , ,2,2,2,3,2, ,-9,1,1,-9,-9,5,-7,-7,-7,-7,-7,-7,5,-7,5,-7,-7,-7,-7,5,5,3,6,3,3,3,3,-7, , , , , , , , , , , , ,6,1,4,4,1,1,4,2, ,3,1,4,4,35,40,0,0,25,1,1,3, , , ,2,12,2,-9,3,4,38,25,2,4,3,2,3,2,3,4,2,4,2,4, , , , , , , , , , , , , , , ,3,4,2,3,1,2,4,4,4,4,4,5,1,1,1,3,5,1
1491,1,201220,4,2,4,3,2, , ,2,-9,2,2,2, ,-9,-9,2, ,-9,1,6,6,5,6,2,3,6,2,5,5,-7,2,6,5,4,5,4,2,5,2,2,1, , , , , , , , , , , , ,5,2,4,4,1,1,2,2, ,3,-9,1,4,50,0,0,0,40,1,1,3, , , ,2,10,3,-9,6,4,36,26,2,8,3,1,3,1,3,3,2,3,2,4, , , , , , , , , , , , , , , ,4,5,1,4,1,1,1,1,5,4,5,2,1,1,1,1,1,1
1514,1,201208,4,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,3,1,4,5,-7,6,6,-7,4,6,4,6,-7,-7,5,7,4,4,6,2,1,6,2,1,-7, , , , , , , , , , , , ,5,2,4,4,2,1,3,1,2,1,1,1,5,50,80,40,0,80,1,1,3,1,3,2,1,11,2,-9,6,4,40,20,2,6,5,2,4,1,4,5,1,5,1,5, , , , , , , , , , , , , , , ,3,5,1,4,4,4,5,3,2,2,6,2,6,6,2,4,4,4
1514,2,201208,-9, ,4,4,3, , ,-7,2,2,4,2, ,3,1,1,-9,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7, , , , , , , , , , , , , , , , , , , ,6,1,3,4,2,1,2,1,2,2,2,1,4,50,100,100,0,100,1,2,2,1,3,2,1,12,2,-9,6,5,0,0,2,6,5,2,3,1,5,5,1,4,1,5, , , , , , , , , , , , , , , ,1,4,5,3,1,2,3,3,4,5,4,3,5,3,3,3,4,3
1524,1,201208,2,1,2,3,2, , ,2,3,2,3,2, ,3,-9,2, ,3,-7,-7,4,1,4,1,1,2,-7,1,3,1,-7,1,3,3,7,7,1,7,4,1,-7, , , , , , , , , , , , ,4,4,1,3,1,1,4,1,2,3,1,1,5,50,0,0,0,0,2, , , , , ,2,9,2,-9,4,4,40,20,2,1,4,2,1,1,4,4,1,3,1,4, , , , , , , , , , , , , , , ,1,5,3,4,1,1,4,1,4,4,4,4,5,4,4,4,5,4
1549,1,201208,3,2,3,3,2, , ,2,2,2,3,2, ,3,3,2, ,3,-7,-7,-7,4,5,-7,-7,7,-7,5,6,-7,-7,6,5,6,6,7,2,7,2,4,1, , , , , , , , , , , , ,3,2,3,1,1,1,3,2, ,2,1,1,5,60,0,0,0,10,2, , , , , ,2,12,2,7,3,5,0,0,2,6,1,3,1,4,4,4,3,3,3,4, , , , , , , , , , , , , , , ,4,5,1,3,2,2,4,3,6,6,6,2,6,4,5,5,4,5
