nohhold,nomem,weeknr,gez1,gez2,gez3,gez4,gez5,gez7,gez8,gez9,huisa1,huisa2,huisa3,ziek,hziek,kans0,kans1a,kans2a,kans3a,kans4a,kans5a,kans6a,ij2,ij161,ij16br,ij181,ij241,ij162,ij16br2,ij182,ij242,ij163,ij16br3,ij183,ij243,j16a,j16abra,j16b,iz1,iz14,iz15,iz16,iz16bra,iz18,iz19,iz24,iz37,iz38,iz38br,iz40,iz41,ip20,ip21,ip22,ip23,ip24,inp27a,ip41,ip4bra,ip71,ip42,ip4bra2,ip72,ip43,ip4bra3,ip73,ip44,ip4bra4,ip74,ii20,ii21,ii22,ii23,ii41,ii4br,ii61,ii42,ii4br2,ii62,ii43,ii4br3,ii63,is20,is21,is22,is23,is24,is25,is26,is27,is28,is29,is210,is211,is41,is4br,is61,is42,is4br2,is62,is43,is4br3,is63,is44,is4br4,is64,is45,is4br5,is65,is46,is4br6,is66,is47,is4br7,is67,is48,is4br8,is68,is4n,is4brn,is4n2,is4brn2,is4n3,is4brn3,io20,io21,io22,io23,io24,io25,io26,io27,io28,io48a,io48c,io41,io4br,io42,io4br2,io43,io4br3,io44,io4br4,io45,io4br5,io46,io4br6,io47,io4br7,io48,io4br8,io48b,io4br9,io48d,io4br10,in25,in26,in11a,in12a,in29a,in29b,in29,in30,in32,in33,in35,in36,in38,in39,in41a,in42,he070,he067,he068,he069,in45,in46,in48,in2012,in16,in18,in20,in22,in49a,in50,psy1,psy2,psy3,psy4,psy5,psy6,gebeur1,gebeur2,gebeur3,gebeur4,gebeur5,gebeur6,gebeur7,gebeur8,gebeur9,laag,hoog,pro1,pro2,pro3,pro4,dnbbaan,laagpr,hoogpr,pr0,pr1a,pr2a,pr3a,pr4a
10814,2,201220,166,92,3,4,2,3, ,1,0,0,0, , , ,7,4, , , , ,1,12363, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,136,1,1,1,2, , , ,1,12363, , ,40187, , , , , , , ,0,0,0,0,0,0,0,1,0,40000,40500,75,85,100,100, ,2.5,4,2,0,75,10,0
10842,1,201225,166,76,2,3,2,3, ,2,1,2,0, , , , , ,8,6, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,12900, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,660, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,2, ,2, ,2, ,2,1,113,2,1,1,-7, , , ,1,26555, , ,26555, , , , , , , ,0,0,0,0,0,0,0,1,0,20000,25000,0,0,90,99, ,2,4,3,0,2,50,10
10893,1,201225,174,83,2,3,2,3, ,2,0,1,0, , , , , ,7,3, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9298, , ,23487, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,108,2,1,1,-7, , , ,1,30309, , ,39623, , , , , , , ,0,0,0,0,0,0,0,1,0,38000,39000,10,15,40,65, ,1.2,2.3,2,10,50,20,5
10906,2,201220,176,95,3,3,2,2,1,2,2,2,0,1,5, ,5,2, , , , ,1,-9,5, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,2, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,4,2, , , ,1,-9,7, ,-9,8, , , , , , ,0,0,0,0,0,0,1,0,0,30000,45000,0,50,0,0,5,5,5,4,15,0,5,5
10913,2,201225,178,110,4,3,1,3, ,2, ,3, , , , , ,7,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,1,1, , , ,-9,5, ,9,2, ,-9,2, ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,2,1,-9,1,2,-9,-7, , , ,2, , , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,1500,1900,0,0,0,0, ,1.7,2.7,2,10,50,10,0
10928,2,201234,175,60,1,3,2,3, ,2, , , ,2, ,8,9,6, , , , ,1,35000, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , ,7200, , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,112,1,1,4,2, , , ,1,31331, , ,30000, , , , , , , ,0,0,0,0,0,0,1,0,0,32000,34000,20,40,80,100,10,3,5,3,0,20,40,0
10952,1,201220,190,88,2,3,2,3, ,2,0,0,0,2, , , ,4,0, , , ,1,86282, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,1484, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,132,2,1,1,2, , , ,1,81925, , ,33550, , , , , , , ,1,0,0,0,0,0,0,0,0,29000,29000,,,,,0,2,3.2,4,0,0,10,5
10966,1,201220,182,82,2,3,2,1, ,2,2,2,0,1,5, ,9,8, , , , ,1,33000, , ,3, , , , , , , , , , , ,1,2,1,-9,2,2, ,2, , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,2,2,2,1, , , , , , ,24000, , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,112,2,1,1,2, , , ,1,-9,8, ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,100,2000,50,60,70,95,50,2.2,3,4,80,70,80,50
11001,1,201220,176,114,3,3,2,3, ,2,0,1,0, , , ,5,5, , , , ,0, , , , , , , , , , , , , , , ,1,2,2,-9,3,2, ,1,2,-9,3,2, ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1000, , , , , ,2,1,2,2,2,2,2,2,2,2,2,9000, , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,4,1750,1,1,4,-7, , , ,2, , , ,25000, , , , , , , ,0,0,0,0,0,0,0,1,0,20000,25000,50,50,50,50,0,4,5,4,0,0,50,10
11002,1,201220,175,67,2,1,2,3, ,2,1,5,0, , , , , , , , ,5,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,26352, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,2, ,2, ,2, ,2,1,115,2,1,1,2, , , ,1,34758, , ,58000, , , , , , , ,0,0,0,0,0,0,0,1,0,57000,58000,50,50,50,50, ,2,4,3,0,50,10,10
11002,2,201220,170,71,2,3,2,3, ,2,0,3,0, , , , , ,10,10, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,18700, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,1420,1,2,1,2, , , ,1,28134, , ,58000, , , , , , , ,0,0,0,0,0,0,0,1,0,57000,59000,50,50,50,50, ,3,6,5,10,50,50,5
11003,1,201220,179,74,2,3,2,3, ,2,2,1,0, , , ,9,8, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,2,2,1, , , , , , , , , , ,2000, , ,2,2,1,2, , , ,30000, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,1,4800, , , , , , , , , , , , , , , , , ,3000, ,1,9900,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,99,2,1,1,-7, , , ,1,31532, , ,40000, , , , , , , ,0,0,0,0,0,0,0,1,0,30000,40000,5,15,35,75,1,4,8,4,10,25,50,10
11041,1,201220,178,75,2,3,2,3, ,2, , , , , , , , , , ,2,1,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,12001, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,589, ,2, ,2, ,2, ,-7, ,2, ,2, ,2, ,2,1,116,2,1,1,-7, , , ,1,28706, , ,22644, , , , , , , ,0,0,0,0,0,0,0,1,0,22300,22600,0,2,5,9, ,2,2.1,2,0,1,5,1
11079,2,201225,172,80,1,3,2,3, ,2, ,1, , , , , , , ,7,6, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,5, ,7200, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,128,2,1,1,-7, , , ,1,-9,6, ,24000, , , , , , , ,0,0,0,0,0,0,0,1,0,23000,23000,,,,, ,1.1,6,3,1,0,50,50
11106,1,201220,178,87,2,3,2,3, ,2,0,1,0,1,1,8,7,6, , , , ,1,53137, , ,1, , , , , , , , , , , ,1,1,1,258, ,2, ,2, , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,10, ,686, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,983,2,2,6,2, , , ,1,53590, , ,-9,8, , , , , , ,0,0,0,0,1,0,0,0,0,24000,32000,40,50,70,90,100,2,3.5,2,10,50,50,30
11115,1,201220,189,101,3,1,1,3, ,2,2,5,0,1,60,6,5,4, , , , ,1,50000, , ,3, , , , , , , , , , , ,1,2,2,-9,-9,2, ,2, , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,1,-9,2, ,2,1,-9,2,2,1,2, , , ,1,-9,-9,-9,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,30000,40000,20,30,40,50,25,3,6,3,50,15,25,50
11115,2,201220,163,86,2,4,2,3, ,2,2,2,0, , ,8,7,7, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,-9,-7, , , ,2, , , ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,30000,45000,0,0,0,0, ,0,0,1,0,0,0,0
11117,1,201231,192,125,3,4,1,3, ,2,1,3,0,1,3,4,1,0, , , , ,1,52000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,6100,2,1,1,2, , , ,1,39000, , ,49000, , , , , , , ,0,0,0,0,0,0,0,1,0,45000,49000,90,70,50,20,5,2.1,3.1,2,0,50,80,0
11117,2,201220,170,80,3,4,1,3, ,2,0,1,0,2, ,8,7,6, , , , ,1,-9,3, ,2, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,5, ,2,1,-9,2, , , ,2, , , ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,50000,55000,15,25,35,45,50,1.1,4.2,2,10,10,10,10
11120,2,201225,195,120,3,3,2,3, ,2,0,2,0,1,10,8,7,6, , , , ,1,-9,4, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1800, , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,249,2,1,1,2, , , ,1,-9,7, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,3500,4000,60,50,40,30,30,1,3,2,10,40,60,50
11120,4,201220,176,107,3,3,2,3, ,2,0,0,0,2, ,7,7,6, , , , ,2,-9,2, ,1,-9,3, ,1, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1800, , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,248,2,1,1,2, , , ,1,-9,-9,-9,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,3000,4000,15,35,35,15,30,1,3,2,40,35,20,15
11161,1,201220,158,52,1,2,2,3, ,2, ,2, ,1,30,8,9,9, , , , ,1,19119, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,-9,2, , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,120,2,1,1,2, , , ,2, , , ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,44000,46000,0,0,0,0,20,3.2,4,3,80,80,10,30
11161,2,201220,168,72,1,3,2,3, ,2,0,1,0,2, ,10,9,9, , , , ,1,65539, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,260, ,750, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,225,2,1,1,2, , , ,1,59919, , ,53650, , , , , , , ,0,0,0,0,0,0,0,1,0,40000,50000,5,50,60,90,10,2,4,2,5,25,50,25
11162,1,201220,176,69,1,3,2,3, ,2,0,1,0, , , , , , ,7,6, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,25670, , , , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,5, ,257, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,129,1,1,1,2, , , ,1,29736, , ,38500, , , , , , , ,0,0,0,0,0,0,0,1,0,37500,38000,5,10,15,50, ,3,6,4,5,40,20,10
11183,2,201231,182,110,2,3,2,3, ,2,1,1,0,2, , ,5,4, , , , ,1,-9,4, ,1, , , , , , , , , , , ,1,1,1,-9,2,2, ,1,1,-9,2,2, ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,3,1,150,2,2,2,2, , , ,2, , , ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,20000,24000,0,0,15,15,0,1.5,5,3,25,50,10,5
11221,1,201220,188,106,3,3,2,3, ,2,0,1, ,1,5,7,7,7, , , , ,1,38000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,124,2,1,1,2, , , ,1,33000, , ,54000, , , , , , , ,0,0,0,0,0,0,0,1,0,54000,54000,,,,,40,2,2.2,2,20,40,60,80
11221,2,201220,178,85,2,3,2,3, ,2,0,0,0,2, ,6,6,6, , , , ,1,-9,4, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,116,2,1,1,2, , , ,1,21000, , ,54000, , , , , , , ,0,0,0,0,0,0,0,1,0,54000,56000,30,30,30,40,35,2,3,2,20,30,40,10
11242,1,201225,78,77,2,3,2,3, ,2,0,0,0, , , , ,6,4, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,2, , , ,40000, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,300,2,1,1,2, , , ,1,40000, , ,30000, , , , , , , ,0,0,0,0,0,0,0,1,0,30000,40000,0,0,0,0, ,1.5,2,2,0,50,25,0
11252,1,201220,173,70,1,3,2,3, ,2, , , , , , , ,10,10, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,5, , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,238,2,2,1,-7, , , ,1,23000, , ,18000, , , , , , , ,0,0,0,0,0,0,0,1,0,16000,17000,10,15,25,50, ,1.7,2,1,0,100,0,0
11252,2,201220,172,74,2,3,2,3, ,2,0,1,0, , , , ,8,8, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,1500, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,720, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,132,2,1,1,-7, , , ,1,-9,1, ,-9,5, , , , , , ,0,0,0,0,0,0,0,1,0,13000,16000,15,15,25,50, ,1.2,2.1,2,50,25,10,10
11270,1,201220,180,90,2,3,2,2,1,1,0,0,0, , , , ,6,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,9445, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,110,2,1,1,-7, , , ,1,33000, , ,26000, , , , , , , ,0,0,0,0,0,0,0,1,0,28000,28000,,,,, ,6,7,5,10,20,30,20
11270,2,201220,158,58,3,4,2,3, ,2,0,3,0, , , , ,5,2, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,9000, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,110,2,2,1,-7, , , ,1,8000, , ,30000, , , , , , , ,0,0,0,0,0,0,0,1,0,28000,32000,15,25,50,80, ,2.1,3,1,50,11,30,75
11301,1,201220,191,89,2,3,2,3, ,1, , , ,1,8,8,7,7, , , , ,1,7321, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,1,5000,2, ,2,1,226,2,1,1,2, , , ,1,34000, , ,45000, , , , , , , ,0,0,0,0,0,0,0,1,0,36000,45000,10,15,20,25,10,2,5,2,40,20,10,5
11302,1,201228,177,72,2,2,2,3, ,2,0,3,0, , ,7,5,3, , , , ,1,37250, , ,1, , , , , , , , , , , ,1,2,2,2000, ,2, ,1,2,3200, ,2, ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,3500,-7, ,-7, ,2, ,2, ,2,1,235,2,1,1,2, , , ,2, , , ,26000, , , , , , , ,1,0,0,0,0,0,0,0,0,20000,26000,20,25,10,10,80,2,3.5,3,100,75,0,0
11308,1,201220,183,107,2,3,2,1, ,2,0,1,0, , , ,9,9, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , ,14421, , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,127,2,1,1,-7, , , ,1,14421, , ,10608, , , , , , , ,0,0,0,0,0,0,0,1,0,10600,10600,,,,,0,2,3.5,3,0,50,0,0
11316,1,201220,178,125,2,3,2,3, ,2,0,3,0,2, , ,7,4, , , , ,1,61000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,525,2, ,2, ,2, ,2, ,2,1,296,2,1,1,1,25465,12,4,1,-9,9, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,30000,35000,50,55,60,80,25,5,8,6,0,40,40,10
11316,2,201220,170,85,2,3,1,3, ,2,3,2,0,2, ,8,7,7, , , , ,1,12835, , ,2, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,3, ,31000, , , , , , , ,0,0,0,0,0,0,0,1,0,25000,32000,25,30,40,50,50,3,6,3,0,10,50,20
11318,1,201220,178,82,2,4,2,3, ,2, ,1, , , , , , , , ,3,0,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,26228, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,636, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,271,2,1,1,2, , , ,1,34271, , ,43716, , , , , , , ,0,0,0,0,0,0,0,1,0,35000,35000,,,,, ,1,1.5,2,10,50,0,0
