nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
54262,3,-9, ,4,3,2, , ,-7,3,2,3,2, ,3,1,1,-9,2,3,4,4,4,6,7,2,5,3,4,3,3,3,5,6,5, , , , , , , ,2,2,5,3,5,2,4,2,5,4,4,5,6,2,3,3,2,1,1,2, ,3,1,1,40,10,1,0,90,2, , , , , ,2,2,4,7,4,5,10,10,2,1,3,2,2,2,4,5,3,3,2,4,3,3,3,3,3,1,4,2,1,4,4,3,3,1,2, , , , , , , , , , , , , , , , , , 
54266,1,4,2,4,4,2, , ,-7,3,2,3,2, ,2,3,2, ,3,2,5,2,3,3,2,2,4,2,3,2,2,3,4,2,2,5,6,2,3,1,1,2, , , , , , , , , , , , ,5,2,2,4,1,1,4,1,2,3,1,4,60,75,0,0,100,1,1,3, , , ,1,13,2,8,5,4,40,35,1,2,1,4,3,2,5,4,5,4,1,2, , , , , , , , , , , , , , , ,3,5,2,4,4,3,3,2,5,5,2,2,2,2,2,2,2,2
54392,1,3,2,4,4,3, , ,2,1,2,4,2, ,3,2,1,2,2,4,5,5,5,6,4,4,5,4,5,5,3,3,6,4,5,4,2,4,5,5,4,3,5,5,3,4,3,4,5,4,4,5,3,5,5,2,3,3,1,1,4,1,1,3,3,1,60,100,70,10,100,2, , , , , ,2,7,3,6,4,4,40,25,2,8,3,3,2,4,4,4,3,3,1,3,7,7,6,6,5,1,4,5,4,4,3,2,1,2,3, , , , , , , , , , , , , , , , , , 
54460,1,-9, ,3,4,2, , ,1,1,2,3,2, ,4,1,1,-9,1,6,7,7,7,7,5,5,6,6,7,7,5,6,7,6,7, , , , , , , ,6,5,5,6,6,5,5,5,3,3,6,4,4,5,4,5,2,1,4,1,1,3,1,5,75,100,100,0,100,1,-9,5,1,3,2,2,5,3,9,5,4,50,36,3,1,5,1,1,1,5,5,1,4,1,5,6,4,4,6,4,1,2,1,4,1,2,3,3,1,1, , , , , , , , , , , , , , , , , , 
54460,2,-9, ,3,4,2, , ,1,1,2,3,2, ,4,1,1,-9,1,5,6,7,7,7,6,6,7,6,7,7,4,6,7,5,7, , , , , , , ,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,5,2,1,4,1,1,3,4,5,80,100,100,0,100,2, , ,1,3,2,2,5,3,-9,5,4,55,32,3,1,3,4,1,1,4,5,2,4,1,4,6,6,5,6,4,4,4,6,4,1,3,3,4,1,1, , , , , , , , , , , , , , , , , , 
54610,1,4,2,2,3,2, , ,-7,2,2,3,2, ,2,1,1,2,2,2,2,6,6,6,4,6,6,2,6,6,1,4,7,6,6,4,2,1,4,6,5,5,6,6,2,3,5,3,4,5,3,3,3,5,5,3,4,4,2,1,4,2, ,1,1,4,60,90,30,1,1,1,1,3,1,3,2,2,11,2,-9,5,4,36,20,2,8,4,2,2,1,3,4,4,4,2,4,6,5,6,6,5,2,4,6,5,4,5,1,1,4,2, , , , , , , , , , , , , , , , , , 
54610,2,4,2,3,3,2, , ,-7,3,2,4,2, ,2,1,2, ,2,2,2,5,5,6,1,4,6,2,6,6,1,4,6,3,5,6,3,1,4,5,4,3,3,2,5,3,4,2,6,4,5,3,4,4,5,4,3,4,2,1,4,1,2,3,1,5,60,70,10,1,70,1,1,3,1,3,2,3,11,2,-9,4,1,36,18,2,8,2,2,2,2,4,4,4,3,4,2, , , , , , , , , ,1,4,1,3,2,2, , , , , , , , , , , , , , , , , , 
54614,2,4,2,4,2,2, , ,1,4,2,1,2, ,4,2,2, ,4,1,1,5,5,5,3,3,6,1,5,4,4,3,6,6,5,6,7,2,5,1,1,1, , , , , , , , , , , , ,2,3,1,3,1,1,3,1,1,1,3,4,30,20,5,2,50,2, , , , , ,2,5,2,-9,6,4,40,32,3,4,2,4,3,2,4,4,3,3,2,3,5,5,5,5,5,3,4,3,2, , , , , , ,3,5,1,2,4,4,4,3,5,4,6,2,6,3,4,5,5,5
54642,1,5,2,2,3,2, , ,1,5,2,3,2, ,4,1,2, ,2,4,5,5,5,5,4,4,5,4,5,5,2,4,5,5,5,5,4,4,5,5,4,-7, , , , , , , , , , , , ,3,4,2,3,1,1,2,1,1,1,1,3,90,0,0,0,30,1,1,3,2,3,1,2,5,3,-9,5,4,38,20,3,9,2,4,2,2,4,4,4,3,3,3,5,5,6,5,5,1,3,5,5, , , , , , ,1,5,2,2,2,2,5,4,5,4,5,5,5,4,5,5,4,5
54699,1,1,2,4,4,3, , ,-7,3,2,4,2, ,3,1,1,3,1,5,5,6,7,7,5,6,6,4,7,5,3,4,7,7,6, , , , , , , , , , , , , , , , , , , ,6,2,3,1,1,1,4,2, ,3,1,2,25,85,45,5,95,1,1,3,1,3,1,2,8,3,-9,4,4,36,20,1,1,5,2,3,2,4,5,1,3,2,4,7,7,7,6,6,4,3,6,6, , , , , , ,1,3,2,4,4,1,3,3,5,4,1,2,4,2,3,4,4,3
54699,2,5,2,4,4,3, , ,-7,3,2,4,2, ,3,1,1,3,1,2,3,6,6,6,4,4,6,4,7,5,3,3,7,6,5,6,3,3,6,4,4,2, , , , , , , , , , , , ,5,3,3,1,1,1,4,2, ,1,1,5,60,60,25,5,75,1,1,5,2,3,1,2,8,4,9,6,4,40,18,2,2,3,4,2,3,4,4,4,3,2,3,6,6,6,5,6,4,4,5,6, , , , , , ,1,3,4,3,2,2,3,5,3,3,4,4,5,5,2,2,3,2
54803,1,4,3,3,3,2, , ,1,1,2,3,2, ,2,2,2, ,2,1,7, ,5,6,1,1,2,1,6,5,2,4,7,6,3,7,7,1,6,2,1,-7, , , , , , , , , , , , ,3,7,1,2,1,1,4,2, ,3,1,4,30,0,0,0,0,1,1,3,2,3,1,2,12,2,-9,3,5,0,0,1,5,4,2,1,2,2,4,1,4,2,5, , , , , , , , , , , , , , , ,3,1,1,2,4,2,3,1,5,7,2,4,5,5,7,5,6,7
54998,1,5,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,3,1,3,5,5,6,5,1,5,5,6,6,2,1,4,7,3,4,4,1,4,5,2,3,3,1,1,3,3,4,1,5,5,2,3,1,2,5,2,2,4,2,1,4,1,3,1,1,5,30,100,100,20,100,1,2,2,1, , ,2,8,4,11,7,1,55,30,3,6,3,1,1,1,4,5,1,5,1,2,7,7,7,7,7,1,2,7,7,1,2,5,2,2,2, , , , , , , , , , , , , , , , , , 
55048,1,5,2,3,4,2, , ,2,1,2,4,2, ,4,2,1,-9,2,3,5,4,6,7,1,1,5,1,7,1,4,2,7,5,7,4,3,4,5,6,5,3, , , , , , , , , , , , ,5,5,2,3,2,1,4,2, ,1,1,5,70,100,100,0,100,1,1,3,1,4,1,4,5,2,8,5,4,45,24,3,8,3,3,5,3,3,4,1,5,1,5,7,7,6,7,3,3,4,5,7, , , , , , ,1,4,3,2,1,1,6,5,2,6,6,2,5,5,4,3,3,3
55193,1,4,2,4,4,3, , ,-7,1,2,4,2, ,4,2,1,2,2,4,4,6,4,6,2,2,5,2,4,5,4,3,5,5,5,4,1,6,4,3,4,3, , , , , , , , , , , , ,6,2,2,5,1,1,4,1,2,1,1,4,15,90,60,15,100,2, , , , , ,2,5,2,9,6,4,40,34,3,6,2,4,3,3,3,4,4,3,3,3,6,5,6,6,5,6,4,4,4, , , , , , ,1,1,3,1,2,1,5,4,3,4,4,2,6,4,4,3,3,4
55267,1,4,2,2,3,2, , ,1,5,2,2,2, ,1,2,1,1,2,5,6,5,6,5,1,1,5,4,4,5,1,5,6,6,5,1,6,1,7,1,1,1, , , , , , , , , , , , ,6,4,2,5,1,2, ,2, ,1,1,3,55,0,0,0,0,1,1,3, , , ,3,6,3,-9,4,4,50,30,2,8,4,2,3,3,4,4,2,4,2,4, , , , , , , , , , , , , , , ,4,5,1,2,4,4,2,3,2,3,2,2,2,2,5,2,5,2
55280,1,3,-9,4,3,3, , ,-7,5,2,2,2, ,-9,1,2, ,4,1,6,6,6,6,6,6,6,1,4,7,4,6,7,4,7,5,5,3,6,4,4,1,7,6,7,3,7,3,1,5,4,4,4,5,5,2,1,4,1,1,4,2, ,1,1,4,50,0,0,0,40,1,1,5, , , ,2,9,4,8,5,4,40,20,4,6,5,4,2,1,4,4,1,3,1,1,4,3,6,1,4,1,1,4,1,1,1,1,3,4,4, , , , , , , , , , , , , , , , , , 
55375,1,4,2,5,4,2, , ,2,1,2,3,1,4,2,1,1,1,1,5,5,6,6,7,4,6,6,5,6,6,1,5,6,6,6,6,7,1,7,6,4,3, , , , , , , , , , , , ,5,1,1,3,1,1,2,2, ,1,1,5,30,90,70,0,100,1,2,3,1,3,1,1,9,2,-9,6,4,36,20,1,6,4,2,4,1,5,5,1,3,1,4,7,6,6,7,7,6,4,7,2, , , , , , ,1,5,5,4,1,1,7,5,2,2,6,5,7,7,1,2,1,1
55427,1,-9, ,3,3,2, , ,-7,3,2,4,2, ,4,-9,1,-9,1,1,1,2,5,5,1,1,6,1,5,2,1,1,5,5,5, , , , , , , ,1,1,4,4,6,1,4,3,4,4,4,2,5,2,3,4,2,1,3,1,1,1,1,4,50,90,90,50,100,2, , ,2,3,2,3,5,3,-9,6,4,38,28,2,1,3,1,2,5,5,5,1,4,1,5,7,7,7,7,7,1,1,7,7, , , , , , ,1,1,5,3,1,2, , , , , , , , , , , , 
55439,1,4,2,2,4,2, , ,-7,4,2,2,2, ,2,3,1,2,2,1,4,6,5,6,1,2,6,1,6,5,1,2,6,5,6,5,7,1,6,2,1,-7, , , , , , , , , , , , ,5,4,3,3,1,1,3,1,1,3,1,4,50,0,0,0,10,1,1,3,2,3,1,3,11,2,7,3,4,40,10,2,4,3,2,4,1,4,4,3,5,2,5, , , , , , , , , , , , , , , ,4,5,1,4,4,1,4,5,1,6,5,6,3,6,2,2,1,1
55439,2,4,2,2,4,2, , ,-7,4,2,2,2, ,2,4,1,2,2,1,6,6,6,7,1,2,6,2,6,6,2,3,6,5,7,6,7,1,6,1,1,-7, , , , , , , , , , , , ,6,4,3,3,1,1,3,1,1,3,1,2,40,10,0,0,10,1,1,3,2,3,1,3,11,2,7,3,4,40,0,1,5,4,1,2,1,4,5,2,4,1,5, , , , , , , , , , , , , , , ,3,5,1,4,4,2,2,2,6,4,6,2,1,3,5,5,6,7
55494,1,5,3,4,4,3, , ,2,2,2,2,1,4,4,2,1,3,2,4,6,6,7,7,4,2,7,2,7,5,2,6,7,7,7,5,2,1,6,2,6,3,5,6,2,2,6,7,6,6,2,2,2,3,4,5,3,3,1,1,3,1,1,1,1,5,20,90,80,50,100,2, , ,2,3,2,2,4,2,8,7,4,40,30,2,1,3,3,2,2,4,3,2,3,2,5,7,7,7,7,6,7,4,5,7,1,2,2,1,2,3, , , , , , , , , , , , , , , , , , 
55532,1,6,2,5,4,2, , ,1,1,2,4,2, ,4,1,1,2,1,3,7,6,6,6,1,4,6,2,4,5,4,4,6,4,6,6,6,1,2,2,4,1,6,3,2,4,4,5,2,5,2,2,2,2,4,2,3,5,2,1,4,1,2,2,3,5,80,0,1,1,50,1,-9,3,1,3,1,1,9,2,8,2,4,36,10,3,8,2,4,1,1,5,5,4,3,1,2,7,7,4,7,7,2,3,7,4,1,3,1,4,3,4, , , , , , , , , , , , , , , , , , 
55620,1,4,2,3,4,2, , ,-7,3,2,3,2, ,3,1,1,2,1,1,1,1,4,1,1,1,1,4,4,5,1,1,4,4,4,7,2,1,7,1,1,3, , , , , , , , , , , , ,5,4,1,4,1,1,4,2, ,3,2,4,60,100,50,0,50,1,3,5, , , ,2,11,2,-9,4,5,1,1,2,3,4,2,2,2,3,3,2,3,2,4, , , , , , , , , , , , , , , ,1,5,2,4,4,4,4,2,3,2,4,4,4,3,4,3,3,3
55698,1,3,2,2,3,2, , ,1,3,2,3,1,3,2,3,2, ,3,4,6,5,5,6,1,1,5,4,5,4,1,5,6,6,5,1,1,1,1,1,1,-7,1,1,6,6,6,1,6,4,3,3,5,1,4,4,1,4,3,1,2,2, ,2,1,4,60,20,29,0,30,1,1,3, , , ,3,10,2,-9,4,4,40,35,2,1,2,3,4,2,2,2,1,2,1,3,4,1,5,5,1,1,1,1,1,4,2,1,1,4,4, , , , , , , , , , , , , , , , , , 
55698,2,-9, ,3,3,2, , ,2,4,2,3,1,3,2,-9,2, ,3,6,6,6,6,7,1,1,6,6,6,6,1,6,6,6,6, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,4,3,1,1,2, ,3,1,3,70,60,0,0,80,1,-9,3, , , ,3,9,5,-9,4,4,40,40,1,1,5,1,2,1,5,5,1,5,1,5,1,1,7,7,1,1,5,1,1,4,5,1,4,4,4, , , , , , , , , , , , , , , , , , 
55731,1,5,2,4,3,2, , ,2,3,2,4,2, ,4,2,2, ,2,6,6,6,6,6,2,1,3,6,6,6,1,6,6,6,6,6,2,1,5,2,1,-7,5,4,2,4,4,4,5,5,2,2,2,2,4,2,3,5,2,1,4,1,3,1,1,5,20,90,90,20,100,1,1,2, , , ,1,6,4,9,6,4,40,24,3,6,2,1,3,2,4,4,2,3,1,4,7,7,5,7,5,1,2,6,6,1,1,4,1,1,3, , , , , , , , , , , , , , , , , , 
55884,1,4,2,3,4,1,2, ,1,1,2,4,2, ,3,2,2, ,1,4,7,5,6,7,3,4,5,4,5,5,5,5,7,5,5,6,6,1,6,1,4,-7,5,2,4,5,3,6,5,4,3,4,5,3,6,5,1,4,1,1,4,1,2,1,1,5,80,95,65,50,100,1,1,3,1,1,1,2,7,4,10,5,4,40,30,2,7,4,1,1,1,4,4,3,5,1,5,5,6,7,7,4,2,3,5,3, , , , , , ,1,5,1,3,3,4, , , , , , , , , , , , 
55895,2,3,2,4,4,2, , ,-7,2,2,3,2, ,3,2,1,1,2,2,5,5,5,7,1,6,7,4,7,7,1,6,7,7,6,7,7,1,7,1,1,-7,1,1,4,4,4,1,4,4,4,4,6,4,6,1,4,4,2,1,3,1,2,1,3,1,65,50,0,0,60,1,1,3,2,5,1,2,10,2,7,3,4,40,20,3,5,3,1,4,1,5,5,2,5,1,5,7,6,6,6,4,1,5,7,3,4,5,1,4,4,1, , , , , , , , , , , , , , , , , , 
55935,1,-9, ,4,4,2, , ,-7,1,2,3,2, ,4,1,1,-9,1,4,6,4,6,6,4,1,4,4,6,4,4,5,6,6,4, , , , , , , ,4,3,3,5,5,4,5,4,4,4,4,4,6,1,3,4,1,1,4,2, ,1,1,4,50,10,0,0,100,1,-9,3, , , ,2,5,2,8,6,4,40,32,3,1,2,4,2,3,4,4,2,3,2,4,5,5,5,5,5,5,3,4,4,1,2,3,2,4,4, , , , , , , , , , , , , , , , , , 
56056,1,-9, ,3,3,1,1,2,-7,3,2,3,2, ,1,2,1,1,2,3,3,7,7,7,4,5,6,3,6,7,1,5,7,5,6, , , , , , , , , , , , , , , , , , , ,5,1,1,4,2,1,3,2, ,3,1,1,2,0,0,0,80,1,-9,3,1,3,1,2,11,2,-9,3,4,32,32,2,1,5,2,3,1,3,4,2,3,1,4, , , , , , , , , , , , , , , ,2,3,4,4,4,3,5,4,5,5,4,4,5,5,4,4,6,4
56337,1,4,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,5,6,4,7,5,4,5,6,5,7,5,1,6,7,6,5,1,7,1,4,2,1,-7, , , , , , , , , , , , ,5,2,3,5,1,1,2,2, ,1,1,4,25,0,50,0,100,1,1,3,1,4,1,1,11,2,7,3,5,0,25,2,6,3,1,2,1,5,5,1,5,1,5, , , , , , , , , , , , , , , ,4,5,1,3,3,3,5,2,3,5,5,1,6,1,1,7,4,4
56587,1,4,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,2,1,4,6,1,6,6,1,1,6,4,6,1,1,5,6,4,4,7,7,1,7,1,1,-7,3,3,3,5,6,4,5,5,3,6,4,4,5,1,3,5,4,1,4,1,1,1,1,5,30,100,50,0,100,1,1,3, , , ,2,11,2,9,6,4,40,20,2,8,3,2,1,2,3,3,2,4,1,3,4,5,6,6,5,1,1,5,1,4,2,2,3,2,1, , , , , , , , , , , , , , , , , , 
56669,1,4,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,3,1,1,4,6,6,7,7,1,7,4,6,7,1,4,7,4,4,7,4,1,7,1,1,-9,4,3,5,1,4,2,5,2,2,5,3,4,4,1,5,3,1,1,4,1,1,1,1,1,50,100,70,0,100,2, , , , , ,2,10,2,-9,7,4,32,24,1,1,3,4,1,2,2,4,3,2,2,3,7,7,7,7,7,7,3,3,5,3,5,1,4,3,1, , , , , , , , , , , , , , , , , , 
56762,1,4,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,3,1,6,6,2,6,6,3,2,6,6,6,6,6,7,7,7,7,5,5,1,4,5,4,-7,6,6,4,3,5,6,7,7,6,5,4,4,5,2,3,4,2,1,4,1,3,1,3,3,50,80,80,50,80,1,3,2,1,3,1,2,11,5,9,6,5,30,60,3,1,5,4,5,1,4,5,3,5,4,5, , , , , , , , , ,1,2,3,3,1,2, , , , , , , , , , , , , , , , , , 
56762,2,4,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,3,1,7,6,6,6,6,7,5,7,7,7,7,1,7,7,7,7,5,7,3,4,4,4,-7,7,5,4,1,6,4,7,7,5,7,7,7,5,1,3,5,2,1,3,1,3,1,4,4,70,100,90,70,80,1,3,2,1,3,1,2,12,4,9,6,5,40,60,3,2,5,1,5,1,5,5,1,5,1,5, , , , , , , , , ,1,2,3,3,1,1, , , , , , , , , , , , , , , , , , 
56795,1,2,2,4,3,2, , ,2,2,2,2,1,3,3,2,2, ,2,2,7,7,2,7,2,2,7,1,7,7,2,4,7,2,2,7,7,5,7,4,1,2,5,5,1,2,5,2,5,4,5,6,5,6,5,1,3,4,1,1,1,2, ,3,1,5,50,100,100,10,100,1,3,3, , , ,2,10,3,7,3,1,50,10,2,8,5,3,2,1,4,4,3,3,5,5,3,5,6,4,4,7,3,4,2,1,1,3,1,1,1, , , , , , , , , , , , , , , , , , 
56855,1,6,2,4,4,3, , ,2,1,2,4,2, ,4,2,1,4,1,2,4,5,6,6,2,2,6,2,6,3,2,5,6,5,6,6,6,2,6,2,2,4,6,6,2,2,6,2,6,4,2,2,2,2,5,2,4,5,1,1,3,2, ,3,1,5,50,99,50,0,100,1,1,3,2,5,1,3,9,2,10,4,4,36,28,4,6,2,2,2,2,4,3,2,2,2,4,5,5,6,6,6,4,2,6,2, , , , , , ,4,1,2,1,3,1, , , , , , , , , , , , 
56857,2,5,2,4,1,1,1,1,2,1,2,5,2, ,4,3,1,4,2,2,2,5,4,7,1,3,6,4,5,3,1,2,7,3,6,1,7,3,7,5,2,3,6,5,6,5,5,1,5,4,5,6,4,5,5,2,3,5,4,1,4,1,1,1,1,4,45,100,100,0,100,1,1,3,1,3,1,2,9,4,-9,3,4,36,22,2,6,4,1,3,1,4,5,1,4,1,4,7,7,7,7,6,3,4,5,3,1,5,3,1,1,1, , , , , , , , , , , , , , , , , , 
56911,1,4,2,3,4,2, , ,2,5,2,3,2, ,2,1,1,-9,2,1,4,1,7,5,1,7,7,1,7,7,1,1,7,7,7,7,4,1,7,1,1,-7, , , , , , , , , , , , ,7,1,1,5,1,1,4,1,4,1,1,5,30,75,40,0,90,1,1,3,2,5,1,3,9,2,-9,3,4,35,35,2,8,1,3,1,2,3,4,2,3,3,3,4,2,7,1,6,1,4,1,7, , , , , , ,4,5,1,4,1,3,4,4,3,1,6,3,5,4,1,2,2,2
56947,1,5,3,5,5,3, , ,-7,1,2,4,2, ,1,2,1,6,2,4,5,7,6,7,4,2,6,4,6,7,3,6,7,7,4,7,7,1,7,1,1,1, , , , , , , , , , , , ,6,2,1,4,1,1,4,1,1,3,1,5,100,75,0,0,100,1,1,3,3,5,1,2,10,2,-9,5,4,40,24,2,2,4,2,3,1,4,5,2,4,1,5,7,4,7,6,5,6,3,4,4, , , , , , ,4,5,1,4,4,4,4,2,6,2,3,3,4,3,4,4,4,3
56961,1,3,2,2,2,1,2, ,1,1,2,3,2, ,4,1,2, ,3,6,7,7,5,7,1,7,5,6,7,7,1,6,7,6,5,7,1,1,7,1,2,3, , , , , , , , , , , , ,6,4,4,4,1,1,4,1,1,3,1,5,80,100,50,5,100,1,2,2, , , ,2,12,1,7,7,5,0,0,3,2,2,3,3,1,4,5,1,4,1,5, , , , , , , , , , , , , , , ,1,5,4,4,3,3,4,2,3,7,6,5,7,7,2,2,2,2
56977,1,3,2,3,4,3, , ,-7,2,2,3,2, ,2,3,1,3,2,3,5,1,1,7,7,7,6,2,6,1,1,4,7,3,7,7,7,1,7,1,1,-7,1,5,1,4,6,1,2,4,6,6,6,7,6,1,1,4,2,1,2,2, ,3,1,3,2,50,0,0,50,1,1,5, , , ,2,10,2,6,3,4,20,0,2,4,5,1,3,1,4,5,1,5,1,5, , , , , , , , , ,1,5,1,2,3,4, , , , , , , , , , , , , , , , , , 
57077,1,4,2,4,4,3, , ,-7,3,2,4,1,4,2,1,1,3,2,5,7,6,6,7,1,1,5,4,6,2,1,6,7,5,5,7,7,1,4,1,1,-7, , , , , , , , , , , , ,7,1,1,5,2,1,4,1,1,3,1,5,75,100,100,0,100,1,2,2,1,3,1,1,9,4,8,2,4,38,25,3,6,5,1,2,1,4,5,1,3,1,5,7,7,2,7,1,1,5,6,1, , , , , , ,1,5,3,3,1,1,4,3,2,2,4,5,6,6,1,4,2,3
57077,2,5,2,4,4,3, , ,2,2,2,4,2, ,3,2,2, ,3,4,6,5,5,7,4,6,6,4,6,4,2,7,6,5,5,7,4,2,6,5,2,3, , , , , , , , , , , , ,6,2,2,4,2,1,4,1,1,2,1,5,75,100,100,0,100,1,3,2,1,3,1,2,5,3,8,5,4,40,20,2,6,4,2,3,1,4,5,2,4,1,4,6,7,6,6,7,5,6,7,6, , , , , , ,1,3,5,3,4,3,5,4,3,5,6,5,4,5,3,4,4,5
57121,1,4,2,5,5,3, , ,2,2,2,4,1,4,3,2,1,3,2,2,2,3,4,4,3,3,6,2,5,4,2,2,5,5,5,5,4,2,5,3,2,2, , , , , , , , , , , , ,6,2,1,2,1,1,3,1,1,1,1,4,20,70,20,5,90,2, , ,2,4,1,3,6,3,8,7,4,36,30,3,8,4,2,4,3,4,4,2,4,2,4,5,5,5,5,5,5,5,5,4, , , , , , ,1,4,4,1,3,2,5,3,4,6,5,4,5,4,3,3,3,2
57121,2,3,2,4,4,2, , ,-7,1,2,4,2, ,3,2,1,4,1,1,1,5,6,7,5,2,6,5,6,7,4,4,7,6,6,6,6,2,7,6,3,-7, , , , , , , , , , , , ,6,2,4,3,1,1,4,1,1,1,1,1,70,75,0,0,75,2, , ,2,3,1,2,5,3,6,6,4,36,36,2,1,4,2,4,1,2,3,4,4,3,5, , , , , , , , , , , , , , , ,1,2,4,4,4,3,1,2,1,7,2,4,5,3,7,4,5,1
57127,1,4,2,3,4,2, , ,2,2,2,3,2, ,4,1,1,2,1,3,5,6,6,6,4,2,4,4,6,5,1,2,6,6,6,7,4,1,6,1,1,1,4,5,2,4,3,5,5,5,3,2,2,1,5,2,2,4,2,1,4,1,1,1,1,4,20,10,1,0,75,1,1,3, , , ,2,4,2,6,6,4,40,20,2,1,2,3,3,1,4,4,3,4,1,3,7,7,6,6,6,1,4,7,4,4,5,3,2,1,2, , , , , , , , , , , , , , , , , , 
57171,1,4,2,3,3,2, , ,2,3,2,3,2, ,3,1,2, ,2,7,7,7,7,6,6,6,6,7,6,7,6,7,7,6,7,7,4,5,6,6,4,-7,6,5,5,4,5,5,6,6,4,4,4,5,5,4,2,2,3,1,4,1,2,3,1,1,50,40,40,0,30,1,-9,3,2,3,1,3,6,4,-9,4,4,40,27,2,1,3,3,2,3,3,4,3,3,3,4, , , , , , , , , , , , , , , ,1,2,3,2,3,3, , , , , , , , , , , , 
57307,2,3,2,3,3,2, , ,-7,2,2,3,2, ,3,2,2, ,2,4,4,4,4,5,3,3,4,4,5,4,2,4,5,5,4,5,7,1,4,3,2,-7, , , , , , , , , , , , ,4,2,1,5,2,1,2,1,1,3,1,4,50,0,0,0,50,1,1,3,2,3,1,2,8,4,-9,4,4,38,20,2,4,4,1,3,2,4,4,2,3,2,4, , , , , , , , , , , , , , , ,1,4,4,4,1,1,4,3,4,4,5,4,5,4,2,4,4,4
57322,1,5,3,4,4,3, , ,-7,1,2,1,1,4,4,1,1,2,2,5,5,5,5,7,1,5,7,3,5,5,1,3,7,3,5,7,4,1,7,7,1,2,4,4,1,4,5,3,5,5,1,4,2,2,7,3,3,3,1,1,4,1,2,1,3,2,70,100,100,0,100,1,1,2,3,3,1,1,7,2,9,4,4,40,38,2,8,5,1,2,1,3,5,1,4,1,5,3,3,6,6,5,6,6,6,5,1,1,5,1,4,4, , , , , , , , , , , , , , , , , , 
57322,2,-9, ,5,4,3, , ,2,2,2,1,1,4,3,2,1,-9,2,1,3,7,6,6,1,6,6,1,6,7,1,1,6,6,4, , , , , , , ,3,1,5,3,5,1,2,6,4,3,6,6,3,2,3,2,1,1,4,1,1,1,3,1,40,100,99,0,100,2, , ,1,3,1,2,8,2,-9,4,4,40,32,3,8,2,2,4,2,4,5,1,4,1,5,7,7,6,7,6,7,2,7,2,1,4,4,1,3,3, , , , , , , , , , , , , , , , , , 
57472,1,5,2,5,5,3, , ,-7,1,2,5,2, ,3,1,1,3,1,3,3,6,6,6,6,4,6,2,7,6,1,3,6,6,6,7,4,1,6,3,3,2, , , , , , , , , , , , ,7,1,3,3,2,1,3,1,4,1,2,5,50,10,50,10,50,2, , , , , ,2,6,4,-9,7,4,32,24,2,6,2,4,3,2,4,4,3,4,3,3,6,6,5,6,6,6,4,6,4, , , , , , ,4,4,2,2,2,1,4,4,2,4,4,4,6,5,1,2,5,3
57513,2,2,2,3,3,2, , ,-7,2,2,3,2, ,4,2,2, ,3,7,6,5,7,7,6,6,6,7,6,6,4,6,7,5,5,6,5,1,4,2,2,-7,5,5,3,4,4,3,5,4,6,4,4,3,5,2,5,3,2,2, ,2, ,2,1,1,80,100,50,0,50,1,3,2,2,3,1,2,11,2,6,3,4,40,30,1,6,4,2,4,2,3,4,2,3,2,3, , , , , , , , , ,3,1,2,3,1,1, , , , , , , , , , , , , , , , , , 
57513,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,2,6,5,3,1, , , , , , , , , , , , ,6,2,1,3,1,1,2,2, ,2,1,3,95,100,100,0,50,2, , ,2, , ,2,5,4,6,5,1,45,30,1,6,4,2,4,2,4,4,3,5,2,4, , , , , , , , , , , , , , , ,2,2,3,2,1,1,4,5,3,5,3,5,6,4,2,4,3,3
